proof,name,type,token
greetings  writing express interest working you proposal might interest you opportunity discuss detail kindly contact email everamashotmailcom  await urgent response,False,work,"['Greetings', 'writing', 'express', 'interest', 'working', 'you', 'proposal', 'might', 'interest', 'you', 'opportunity', 'discuss', 'detail', 'kindly', 'contact', 'email', 'everamashotmailcom', 'await', 'urgent', 'response']"
solar 3 way light sobra ganda at formal ilagay sa wall click for pricebuy httpsslazadacomphs4zgrn shop now new item 58 off sale buy 1 take 1 today only pakiclick ang link sa taas para makita and presyo at pictures led super bright 3 adjustable heads motion sensor light waterproof wireless tipid sa kuryente iwas magnanakaw at akyatbahay sa gabi,False,online activity,"['SOLAR', '3', 'WAY', 'LIGHT', 'SOBRA', 'GANDA', 'AT', 'FORMAL', 'ILAGAY', 'SA', 'WALL', 'CLICK', 'FOR', 'PRICEBUY', 'httpsslazadacomphs4ZgRn', 'Shop', 'Now', 'NEW', 'ITEM', '58', 'OFF', 'SALE', 'BUY', '1', 'TAKE', '1', 'TODAY', 'ONLY', 'PAKICLICK', 'ANG', 'LINK', 'SA', 'TAAS', 'PARA', 'MAKITA', 'AND', 'PRESYO', 'AT', 'PICTURES', 'LED', 'Super', 'Bright', '3', 'Adjustable', 'Heads', 'Motion', 'Sensor', 'Light', 'Waterproof', 'Wireless', 'TIPID', 'SA', 'KURYENTE', 'IWAS', 'MAGNANAKAW', 'AT', 'AKYATBAHAY', 'SA', 'GABI']"
good day this fine wrists giveaway chosen one winners you will receive lacoste watch made singapore well one 1 free mystery item processing handling fee 100 free there will payment made received prize check page legitimacyhttpswwwfacebookcomfinewrists108622a195049610 if want receive prize please fill form below complete name complete address province citymunicipality brgy landmark postal code contact number you can also message us at our page please kindly message the linkhttpswwwfacebookcomfinewrists108622195049610 thank congratulations fine wrist,False,free,"['Good', 'Day', 'This', 'FINE', 'WRISTS', 'GIVEAWAY', 'chosen', 'one', 'winners', 'You', 'will', 'receive', 'LACOSTE', 'WATCH', 'made', 'SINGAPORE', 'well', 'one', '1', 'FREE', 'MYSTERY', 'ITEM', 'processing', 'handling', 'fee', '100', 'FREE', 'There', 'will', 'payment', 'made', 'received', 'prize', 'Check', 'page', 'legitimacyhttpswwwfacebookcomFineWrists108622a195049610', 'If', 'want', 'receive', 'prize', 'please', 'fill', 'form', 'below', 'Complete', 'Name', 'Complete', 'Address', 'Province', 'CityMunicipality', 'Brgy', 'Landmark', 'Postal', 'code', 'Contact', 'Number', 'YOU', 'CAN', 'ALSO', 'MESSAGE', 'US', 'AT', 'OUR', 'PAGE', 'PLEASE', 'KINDLY', 'MESSAGE', 'THE', 'LINKhttpswwwfacebookcomFineWrists108622195049610', 'Thank', 'Congratulations', 'FINE', 'WRIST']"
reply email now mlvbxzgmailcom,False,online activity,"['Reply', 'email', 'now', 'mlvbxzgmailcom']"
good friend share good news making money everyone earning 50000 yuan five minutes click link https3durlcneqxatq,False,others,"['good', 'friend', 'Share', 'good', 'news', 'making', 'money', 'everyone', 'earning', '50000', 'yuan', 'five', 'minutes', 'Click', 'link', 'https3durlcnEQXatQ']"
reply email now please syv648gmailcom,False,online activity,"['Reply', 'email', 'now', 'please', 'syv648gmailcom']"
the daily salary 30008000 pesos working hours locations limited you receive salary home join telegramtmechristina886,False,work,"['The', 'daily', 'salary', '30008000', 'pesos', 'Working', 'hours', 'locations', 'limited', 'You', 'receive', 'salary', 'home', 'Join', 'TelegramtmeChristina886']"
kumita habang nasa bahay lang be an onliners like us click link below mmetheonlinersmessengers,False,work,"['KUMITA', 'HABANG', 'NASA', 'BAHAY', 'LANG', 'BE', 'AN', 'ONLINERS', 'LIKE', 'US', 'CLICK', 'LINK', 'BELOW', 'mmeTheOnlinersMessengers']"
kumita habang nasa bahay lang be an onliners like us click link below mmejosephonlinebiz,False,work,"['KUMITA', 'HABANG', 'NASA', 'BAHAY', 'LANG', 'BE', 'AN', 'ONLINERS', 'LIKE', 'US', 'CLICK', 'LINK', 'BELOW', 'mmeJosephOnlineBiz']"
name ko  unang singil 5047 bonuses 3 bonus deposito magrehistro pagkakataong maclaim 1phone14pro w22pl7sdotcomw14,True,others,"['Name', 'ko', 'unang', 'singil', '5047', 'bonuses', '3', 'bonus', 'deposito', 'Magrehistro', 'pagkakataong', 'maclaim', '1PHONE14PRO', 'w22pl7sdotcomw14']"
name  unang singil 5047 bonuses 3 bonus deposito magrehistro pagkakataong maclaim 1ph0ne14pr0 w2pl77udotcpmw14max,True,others,"['Name', 'unang', 'singil', '5047', 'bonuses', '3', 'bonus', 'deposito', 'Magrehistro', 'pagkakataong', 'maclaim', '1PH0NE14PR0', 'w2pl77udotcpmW14MAX']"
win alot of jackpots everyday super slot bacarat get bonus p6666 cashin click httpkplay2com,False,casino/gambling,"['WIN', 'ALOT', 'OF', 'JACKPOTS', 'EVERYDAY', 'Super', 'slot', 'bacarat', 'Get', 'bonus', 'P6666', 'cashin', 'click', 'httpkplay2com']"
kailangan 56p manalong milyon dolyar magbukas account http5b0aedcom,False,casino/gambling,"['Kailangan', '56P', 'manalong', 'milyon', 'dolyar', 'Magbukas', 'account', 'http5b0aedcom']"
its important contact email soon possible,False,others,"['Its', 'important', 'contact', 'email', 'soon', 'possible']"
isang panibagong araw naman napakaganda panahon stay goodvibes positive tara mag relax fliptripphliveapp marami pwedeng makilala dito,False,others,"['Isang', 'Panibagong', 'araw', 'naman', 'napakaganda', 'panahon', 'Stay', 'Goodvibes', 'Positive', 'Tara', 'mag', 'relax', 'fliptripphLiveapp', 'Marami', 'pwedeng', 'makilala', 'dito']"
httpsdrivegooglecomfiled1wqmlnfhf1y1blajrj8djxh2ezxbwwzzjviewuspdrivesdk,True,others,['httpsdrivegooglecomfiled1wqMlnfHf1y1bLAJRJ8DjxH2EZXBwwzzJviewuspdrivesdk']
buksan ako buksan kumita buksan account makakuha perahttpnab60qcom,False,others,"['Buksan', 'ako', 'buksan', 'kumita', 'buksan', 'account', 'makakuha', 'perahttpnab60qcom']"
maglaro name ngayong weekend makakuha ippro14m3x 5177bonus 3 rebate deposit pcwetfjwprww1777pt5scomweekip14,True,casino/gambling,"['Maglaro', 'name', 'ngayong', 'weekend', 'makakuha', 'IPPRO14M3X', '5177Bonus', '3', 'rebate', 'deposit', 'PCwEtFJwPRww1777pt5scomWEEKIP14']"
email me egogabia2233outlookcom,False,online activity,"['Email', 'me', 'egogabia2233outlookcom']"
name win ranggo 1 kumuha 1ph0ne14pr0max claim 5277 bonuses 3 extra per deposit w22pl7scomw14,True,bank/money,"['name', 'WIN', 'Ranggo', '1', 'Kumuha', '1PH0NE14PR0MAX', 'Claim', '5277', 'Bonuses', '3', 'Extra', 'Per', 'deposit', 'w22pl7scomW14']"
best onl1ne casno pinaka trusted platform pinas meron daily bonus bilis mg cash inout 247 pdplay1  ,False,casino/gambling,"['BEST', 'ONL1NE', 'CASNO', 'pinaka', 'trusted', 'platform', 'Pinas', 'meron', 'daily', 'bonus', 'bilis', 'mg', 'cash', 'inout', '247', 'Pdplay1']"
4 pieces solar street lights for only 1299 pinaka murang presyo sa market click if,False,free,"['4', 'PIECES', 'SOLAR', 'STREET', 'LIGHTS', 'FOR', 'ONLY', '1299', 'PINAKA', 'MURANG', 'PRESYO', 'SA', 'MARKET', 'CLICK', 'IF']"
scammers name msela reference number 9171780185,False,bank/money,"['Scammers', 'name', 'MsELA', 'reference', 'number', '9171780185']"
jeiky official,False,others,"['JEIKY', 'OFFICIAL']"
scammers name ms yana reference number 9171537916,False,bank/money,"['Scammers', 'name', 'Ms', 'Yana', 'reference', 'number', '9171537916']"
wag palagpasin libreng spin fullname makakuha iphone 14 pro max 3 bonus wpw7ncomw72u,True,free,"['Wag', 'palagpasin', 'libreng', 'spin', 'FULLNAME', 'makakuha', 'IPHONE', '14', 'PRO', 'MAX', '3', 'bonus', 'wpw7ncomW72U']"
wag palagpasin libreng spin fullname makakuha iphone 14 pro max 3 bonus w4gamecomw72u,True,free,"['Wag', 'palagpasin', 'libreng', 'spin', 'FULLNAME', 'makakuha', 'IPHONE', '14', 'PRO', 'MAX', '3', 'bonus', 'w4gamecomW72U']"
wag palagpasin libreng spin fullname makakuha iphone 14 pro max 3 bonus wpw7ncomwinsun,True,free,"['Wag', 'palagpasin', 'libreng', 'spin', 'FULLNAME', 'makakuha', 'IPHONE', '14', 'PRO', 'MAX', '3', 'bonus', 'wpw7ncomWINSUN']"
wag palagpasin libreng spin fullname makakuha iphone 14 pro max 3 bonus wpw7ncomwinsun,True,free,"['Wag', 'palagpasin', 'libreng', 'spin', 'FULLNAME', 'makakuha', 'IPHONE', '14', 'PRO', 'MAX', '3', 'bonus', 'wpw7ncomWINSUN']"
thank supporting us today will give 108 extra casn0 b0nus httpcago6com join nowb,False,casino/gambling,"['Thank', 'supporting', 'us', 'Today', 'will', 'give', '108', 'extra', 'CASN0', 'b0nus', 'httpcago6com', 'join', 'nowb']"
g00d day im alex avail 3okup securedt0pr0cess l0wrate call text 09852592068,False,bank/money,"['G00d', 'day', 'Im', 'alex', 'Avail', '3Okup', 'securedt0pr0cess', 'l0wrate', 'call', 'text', '09852592068']"
libreng 10 usd give away halika kunin httpct9iqlnqpole5acom0vej4c2,False,bank/money,"['Libreng', '10', 'usd', 'GIVE', 'AWAY', 'Halika', 'kunin', 'httpct9iqlnqpole5acom0vej4c2']"
the biggest prom0 year here just sign hamburgersphbigpromo win 1p 14promax sure worth day,False,online activity,"['The', 'BIGGEST', 'PROM0', 'year', 'here', 'Just', 'sign', 'hamburgersphBigpromo', 'win', '1P', '14PROMAX', 'sure', 'worth', 'day']"
get rest buddy you busy first relax chill gang inpkvgamescomliveapp have fun enjoy,False,online activity,"['Get', 'rest', 'buddy', 'You', 'busy', 'First', 'relax', 'chill', 'gang', 'inpkvgamescomLiveapp', 'Have', 'fun', 'enjoy']"
nakuha mensahe 600p ka sumali kunin httpnbltydcom,False,casino/gambling,"['Nakuha', 'mensahe', '600P', 'ka', 'sumali', 'kunin', 'httpnbltydcom']"
manalo iphone 14 pro max full name paglalaro roulette signup iclaim 5477 bonus w777np777com14promax,True,others,"['Manalo', 'IPHONE', '14', 'PRO', 'MAX', 'FULL', 'NAME', 'paglalaro', 'Roulette', 'Signup', 'Iclaim', '5477', 'Bonus', 'w777np777com14PROMAX']"
ang unang 1000 users makakakuha 10 pag nagbukas account halika httpbuumjicom,False,online activity,"['Ang', 'unang', '1000', 'users', 'makakakuha', '10', 'pag', 'nagbukas', 'account', 'halika', 'httpbuumjicom']"
full namepraise kontribusyon pindutin kunin 600p bonushttp9dv1t8compraise kontribusyon pindutin kunin 600p bonushttp9dv1t8com,False,bank/money,"['FULL', 'NAMEPraise', 'kontribusyon', 'pindutin', 'kunin', '600p', 'bonushttp9dv1t8comPraise', 'kontribusyon', 'pindutin', 'kunin', '600p', 'bonushttp9dv1t8com']"
content nit supported,False,others,"['Content', 'nit', 'supported']"
pinakamahusay online platform last name initials 5c2sh partner icl5ck magcl5im 10000 b2nus ngayon gqildzxe9zk jijiphcombetnow,False,casino/gambling,"['Pinakamahusay', 'online', 'platform', 'LAST', 'NAME', 'INITIALS', '5C2SH', 'partner', 'Icl5ck', 'magcl5im', '10000', 'b2nus', 'ngayon', 'GQIldZXe9Zk', 'jijiphcomBETNOW']"
gusto bang mawala stress magsaya subukan mo maaari kang manalo dito magsign anyayahan kaibigan hokiplay99idcomlive,False,,"['Gusto', 'bang', 'mawala', 'stress', 'magsaya', 'Subukan', 'mo', 'Maaari', 'kang', 'manalo', 'dito', 'Magsign', 'anyayahan', 'kaibigan', 'hokiplay99idcomLive']"
gusto bang mawala stress magsaya subukan mo maaari kang manalo dito magsign anyayahan kaibigan hokiplay99idcomlive,False,,"['Gusto', 'bang', 'mawala', 'stress', 'magsaya', 'Subukan', 'mo', 'Maaari', 'kang', 'manalo', 'dito', 'Magsign', 'anyayahan', 'kaibigan', 'hokiplay99idcomLive']"
easy game easy wln play slotfishing tell friend sign now enjoy game 100 bonus deposit feedback hamburgersphlive,False,online activity,"['Easy', 'Game', 'Easy', 'WlN', 'Play', 'SlotFishing', 'Tell', 'friend', 'Sign', 'now', 'Enjoy', 'Game', '100', 'Bonus', 'Deposit', 'Feedback', 'hamburgersphLive']"
 hot spin game kunin iphone pro max 14 my complete name magsign  makakuha 5499 ilang segundo wplus14comwin789,True,free,"['Hot', 'Spin', 'Game', 'Kunin', 'IPHONE', 'PRO', 'MAX', '14', 'my', 'complete', 'name', 'Magsign', 'makakuha', '5499', 'ilang', 'segundo', 'wplus14comWIN789']"
 hot spin game kunin iphone pro max 14 my complete name magsign  makakuha 5499 ilang segundo wplus14comwin789,True,free,"['Hot', 'Spin', 'Game', 'Kunin', 'IPHONE', 'PRO', 'MAX', '14', 'my', 'complete', 'name', 'Magsign', 'makakuha', '5499', 'ilang', 'segundo', 'wplus14comWIN789']"
ikaw mag trade ako mag babayad tubo makakuha higit 5million phttp0m5gcnvg pole5acomrjbekc1,False,others,"['Ikaw', 'mag', 'trade', 'Ako', 'mag', 'babayad', 'tubo', 'makakuha', 'higit', '5million', 'phttp0m5gcnvg', 'pole5acomrjbekc1']"
wag palagpasin libreng spin my complete name makakuha iphone 14 pro max 3 bonus wpw7ncomwinsun,True,free,"['Wag', 'palagpasin', 'libreng', 'spin', 'my', 'complete', 'name', 'makakuha', 'IPHONE', '14', 'PRO', 'MAX', '3', 'bonus', 'wpw7ncomWINSUN']"
magrehistro nmagrehistro clik makakuha 127 milyong bonushttpuxu4v47e0xr8tbcom2krvjc2g clik makakuha 127 milyong bonushttpuxu4v47e0xr8tbcom2krvjc2,False,others,"['Magrehistro', 'nMagrehistro', 'Clik', 'makakuha', '127', 'milyong', 'bonushttpuxu4v47e0xr8tbcom2krvjc2g', 'Clik', 'makakuha', '127', 'milyong', 'bonushttpuxu4v47e0xr8tbcom2krvjc2']"
magrehistro nmagrehistro clik makakuha 127 milyong bonushttpuxu4v47e0xr8tbcom2krvjc2g clik makakuha 127 milyong bonushttpuxu4v47e0xr8tbcom2krvjc2,True,others,"['Magrehistro', 'nMagrehistro', 'Clik', 'makakuha', '127', 'milyong', 'bonushttpuxu4v47e0xr8tbcom2krvjc2g', 'Clik', 'makakuha', '127', 'milyong', 'bonushttpuxu4v47e0xr8tbcom2krvjc2']"
manalo iphone 14 pro max full name paglalaro roulette signup iclaim 5477 bonus w777np777com14promax,True,others,"['Manalo', 'IPHONE', '14', 'PRO', 'MAX', 'FULL', 'NAME', 'paglalaro', 'Roulette', 'Signup', 'Iclaim', '5477', 'Bonus', 'w777np777com14PROMAX']"
 hot spin game kunin iphone pro max 14 my complete name magsign  makakuha 5499 ilang segundo wplus14comwin789,True,free,"['Hot', 'Spin', 'Game', 'Kunin', 'IPHONE', 'PRO', 'MAX', '14', 'my', 'complete', 'name', 'Magsign', 'makakuha', '5499', 'ilang', 'segundo', 'wplus14comWIN789']"
kaibigan long time see uy kamusta chelsea to try nga pala baka makatulong sayo kahapon kakawidraw gcash also free 38 peso https6taegame text 09562949044 09603041801,False,bank/money,"['Kaibigan', 'long', 'time', 'see', 'Uy', 'kamusta', 'chelsea', 'to', 'Try', 'nga', 'pala', 'baka', 'makatulong', 'sayo', 'kahapon', 'kakawidraw', 'gcash', 'Also', 'FREE', '38', 'Peso', 'https6taegame', 'Text', '09562949044', '09603041801']"
happy weekend may time mag pahinga tumambay kasama si innolearntopcomlive sulit oras mo kapa makikilala kaya tara na,False,others,"['Happy', 'Weekend', 'May', 'time', 'mag', 'pahinga', 'tumambay', 'kasama', 'si', 'innolearntopcomLive', 'sulit', 'oras', 'mo', 'kapa', 'makikilala', 'Kaya', 'tara', 'na']"
ang huling araw libreng aktibidad cash napalampas ito mong maghintay pang taonhttpv8u4mbt6uk5g1mcome5y8yc1,False,others,"['Ang', 'huling', 'araw', 'libreng', 'aktibidad', 'cash', 'napalampas', 'ito', 'mong', 'maghintay', 'pang', 'taonhttpv8u4mbt6uk5g1mcome5y8yc1']"
 hot spin game kunin iphone pro max 14 name magsign  makakuha 5499 ilang segundo win777pluscomwingo,True,free,"['Hot', 'Spin', 'Game', 'Kunin', 'IPHONE', 'PRO', 'MAX', '14', 'Name', 'Magsign', 'makakuha', '5499', 'ilang', 'segundo', 'win777pluscomWINGO']"
 hot spin game kunin iphone pro max 14 name magsign  makakuha 5499 ilang segundo win777pluscomwingo,True,free,"['Hot', 'Spin', 'Game', 'Kunin', 'IPHONE', 'PRO', 'MAX', '14', 'name', 'Magsign', 'makakuha', '5499', 'ilang', 'segundo', 'win777pluscomWINGO']"
maglaro name patok online game winning plus makakakuha 5499 3 deposito q7s4gpdpre w5npl7s777com777,True,online activity,"['Maglaro', 'name', 'patok', 'Online', 'Game', 'Winning', 'plus', 'makakakuha', '5499', '3', 'deposito', 'Q7s4GpdPrE', 'w5npl7s777com777']"
hey respond email good news asap davidgarciagd789 gmail,False,online activity,"['Hey', 'respond', 'email', 'good', 'news', 'asap', 'davidgarciagd789', 'gmail']"
network good contact important javesrah yahoo dot,False,online activity,"['network', 'good', 'contact', 'important', 'javesrah', 'yahoo', 'dot']"
full name ang unang spin gaming site sumali t1bet makakuha 3000 bonus 50 libreng spin t14betcomt1win,True,free,"['FULL', 'NAME', 'Ang', 'unang', 'SPIN', 'gaming', 'site', 'Sumali', 'T1BET', 'makakuha', '3000', 'bonus', '50', 'libreng', 'SPIN', 't14betcomT1WIN']"
full name ang unang spin gaming site sumali t1bet makakuha 3000 bonus 50 libreng spin t14betcomt1win,True,free,"['FULL', 'NAME', 'Ang', 'unang', 'SPIN', 'gaming', 'site', 'Sumali', 'T1BET', 'makakuha', '3000', 'bonus', '50', 'libreng', 'SPIN', 't14betcomT1WIN']"
magrehistro nmagrehistro clik makakuha 127 milyong bonushttpuxu4v47e0xr8tbcom2krvjc2g clik makakuha 127 milyong bonushttpuxu4v47e0xr8tbcom2krvjc2,False,others,"['Magrehistro', 'nMagrehistro', 'Clik', 'makakuha', '127', 'milyong', 'bonushttpuxu4v47e0xr8tbcom2krvjc2g', 'Clik', 'makakuha', '127', 'milyong', 'bonushttpuxu4v47e0xr8tbcom2krvjc2']"
magrehistro nmagrehistro clik makakuha 127 milyong bonushttpuxu4v47e0xr8tbcom2krvjc2g clik makakuha 127 milyong bonushttpuxu4v47e0xr8tbcom2krvjc2,False,others,"['Magrehistro', 'nMagrehistro', 'Clik', 'makakuha', '127', 'milyong', 'bonushttpuxu4v47e0xr8tbcom2krvjc2g', 'Clik', 'makakuha', '127', 'milyong', 'bonushttpuxu4v47e0xr8tbcom2krvjc2']"
full name maglaro  trabaho manalo iphone promax 14 ibat ibang reward magrehistro makakuha 5500 win8pluscom14promax,False,casino/gambling,"['FULL', 'NAME', 'Maglaro', 'trabaho', 'Manalo', 'IPHONE', 'PROMAX', '14', 'ibat', 'ibang', 'reward', 'Magrehistro', 'makakuha', '5500', 'win8pluscom14PROMAX']"
kumita p100 pag loan search download cashbee playstore get 50k 1 valid id promo code cashb100,False,bank/money,"['Kumita', 'P100', 'pag', 'loan', 'Search', 'download', 'Cashbee', 'Playstore', 'Get', '50k', '1', 'valid', 'ID', 'PROMO', 'CODE', 'CASHB100']"
happy weekend mag relax nag eenjoy maglaro bitlyjbgamingph register now free 60p easy wln dito ayain tropa pamilya mag laro,False,others,"['Happy', 'Weekend', 'Mag', 'relax', 'nag', 'eenjoy', 'maglaro', 'bitlyJBGamingPH', 'Register', 'now', 'FREE', '60p', 'Easy', 'WlN', 'dito', 'Ayain', 'tropa', 'pamilya', 'mag', 'laro']"
 inviting play enjoy weekend bitlyjbgamingph register free p60 easy wln here invite whole family,False,others,"['inviting', 'play', 'enjoy', 'weekend', 'bitlyJBGamingPH', 'Register', 'free', 'P60', 'Easy', 'WlN', 'here', 'Invite', 'whole', 'family']"
free daily 588p247 online platf0rminstant withdrawalcockf1ghtinglive cas1n0slots f1shing  moreweb httpsbitlythtyk3m,False,casino/gambling,"['FREE', 'DAILY', '588P247', 'online', 'platf0rmINSTANT', 'WITHDRAWALCOCKF1GHTINGLIVE', 'CAS1N0SLOTS', 'F1SHING', 'MOREweb', 'httpsbitlyThtYk3m']"
good news kalodi get exclusive rewards up 888php cashin ano pang inaantay arat na httpfdsv05org,False,others,"['Good', 'news', 'kalodi', 'Get', 'exclusive', 'rewards', 'UP', '888php', 'cashin', 'Ano', 'pang', 'inaantay', 'Arat', 'na', 'httpfdsv05org']"
nagaalok kamanghamanghang 90 kita lahat kumita pera sumali na httpfdsv05click,False,others,"['Nagaalok', 'kamanghamanghang', '90', 'kita', 'Lahat', 'kumita', 'pera', 'Sumali', 'na', 'httpfdsv05click']"
trusted 0nline casn0 platf0rm 222 best 0nline casin0 platf0rm reliable b3t platf0rm lihi2ccttfab,False,casino/gambling,"['Trusted', '0nline', 'Casn0', 'Platf0rm', '222', 'BEST', '0nline', 'CasIn0', 'Platf0rm', 'Reliable', 'B3T', 'platf0rm', 'lihi2cctTfab']"
kaithleen maglaro roulette manalo iphone 14 pro max magsign magclaim 5477 bonus umiikot w777np777com14promax,True,others,"['Kaithleen', 'Maglaro', 'Roulette', 'Manalo', 'IPHONE', '14', 'PRO', 'MAX', 'Magsign', 'magclaim', '5477', 'bonus', 'umiikot', 'w777np777com14PROMAX']"
cdex cryptocurrency exchange focusing asian market deposit earn 300 reward one click register 10s free money cdex come ,False,bank/money,"['CDEX', 'Cryptocurrency', 'Exchange', 'focusing', 'Asian', 'Market', 'Deposit', 'Earn', '300', 'reward', 'One', 'click', 'register', '10s', 'Free', 'Money', 'CDEX', 'Come']"
